index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
2418,2017-03-15 01:13:14.161,0.0,TCP  ,192.168.200.4,2002,192.168.220.16,51357,1,54,1,.A.R..,0,1489540394.161,263.43050485444303
2444,2017-03-15 01:13:50.170,0.0,TCP  ,192.168.200.4,8083,192.168.220.16,51357,1,54,1,.A.R..,0,1489540430.17,263.9909999370575
2470,2017-03-15 01:14:23.178,0.0,TCP  ,192.168.200.4,2200,192.168.220.16,51357,1,54,1,.A.R..,0,1489540463.178,266.9920001029968
2477,2017-03-15 01:14:39.178,0.0,TCP  ,192.168.200.4,25,192.168.220.16,51441,1,54,1,.A.R..,0,1489540479.178,284.0
2509,2017-03-15 01:15:13.185,0.0,TCP  ,192.168.200.4,16993,192.168.220.16,51357,1,54,1,.A.R..,0,1489540513.185,265.9930000305176
28,2017-03-15 01:17:03.198,0.0,TCP  ,192.168.200.4,497,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540623.198,189.9869999885559
69,2017-03-15 01:17:36.204,0.0,TCP  ,192.168.200.4,6005,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540656.204,266.99399995803833
84,2017-03-15 01:18:09.210,0.0,TCP  ,192.168.200.4,61900,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540689.21,266.99399995803833
104,2017-03-15 01:18:42.215,0.0,TCP  ,192.168.200.4,1007,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540722.215,266.99500012397766
123,2017-03-15 01:19:15.226,0.0,TCP  ,192.168.200.4,5922,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540755.226,266.9889998435974
170,2017-03-15 01:20:53.241,0.0,TCP  ,192.168.200.4,1057,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540853.241,201.9850001335144
186,2017-03-15 01:21:26.243,0.0,TCP  ,192.168.200.4,3003,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540886.243,266.9979999065399
219,2017-03-15 01:21:59.250,0.0,TCP  ,192.168.200.4,34571,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540919.25,266.9930000305176
225,2017-03-15 01:22:16.254,0.0,TCP  ,192.168.200.4,25,192.168.220.16,51442,1,      54,1,.A.R..,0,1489540936.254,282.9960000514984
238,2017-03-15 01:22:33.256,0.0,TCP  ,192.168.200.4,1138,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540953.256,282.9979999065399
266,2017-03-15 01:23:06.263,0.0,TCP  ,192.168.200.4,1090,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540986.263,266.9930000305176
296,2017-03-15 01:23:40.270,0.0,TCP  ,192.168.200.4,8300,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541020.27,265.9930000305176
314,2017-03-15 01:24:13.274,0.0,TCP  ,192.168.200.4,1061,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541053.274,266.9960000514984
340,2017-03-15 01:24:46.280,0.0,TCP  ,192.168.200.4,38292,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541086.28,266.99399995803833
378,2017-03-15 01:25:19.286,0.0,TCP  ,192.168.200.4,5907,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541119.286,266.99399995803833
408,2017-03-15 01:25:52.293,0.0,TCP  ,192.168.200.4,2048,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541152.293,266.9930000305176
428,2017-03-15 01:26:25.302,0.0,TCP  ,192.168.200.4,1687,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541185.302,266.9909999370575
460,2017-03-15 01:26:59.305,0.0,TCP  ,192.168.200.4,10004,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541219.305,265.99699997901917
488,2017-03-15 01:27:32.311,0.0,TCP  ,192.168.200.4,52848,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541252.311,266.99399995803833
501,2017-03-15 01:27:48.313,0.0,TCP  ,192.168.200.4,25,192.168.220.16,51443,1,      54,1,.A.R..,0,1489541268.313,283.9980001449585
524,2017-03-15 01:28:36.320,0.0,TCP  ,192.168.200.4,3221,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541316.32,251.99300003051758
546,2017-03-15 01:29:09.326,0.0,TCP  ,192.168.200.4,9099,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541349.326,266.99399995803833
558,2017-03-15 01:29:42.332,0.0,TCP  ,192.168.200.4,1123,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541382.332,266.99399995803833
585,2017-03-15 01:30:19.344,0.0,TCP  ,192.168.200.4,8082,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541419.344,262.98799991607666
604,2017-03-15 01:30:52.347,0.0,TCP  ,192.168.200.4,631,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541452.347,266.99700021743774
620,2017-03-15 01:31:25.353,0.0,TCP  ,192.168.200.4,16992,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541485.353,266.99399995803833
640,2017-03-15 01:31:58.358,0.0,TCP  ,192.168.200.4,5802,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541518.358,266.9949998855591
660,2017-03-15 01:32:31.364,0.0,TCP  ,192.168.200.4,7019,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541551.364,266.99399995803833
686,2017-03-15 01:33:04.370,0.0,TCP  ,192.168.200.4,11110,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541584.37,266.9940001964569
709,2017-03-15 01:33:38.374,0.0,TCP  ,192.168.200.4,900,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541618.374,265.99599981307983
725,2017-03-15 01:33:54.377,0.0,TCP  ,192.168.200.4,25,192.168.220.16,51444,1,      54,1,.A.R..,0,1489541634.377,283.99699997901917
756,2017-03-15 01:34:42.382,0.0,TCP  ,192.168.200.4,6699,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541682.382,251.99500012397766
780,2017-03-15 01:35:15.389,0.0,TCP  ,192.168.200.4,9081,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541715.389,266.9930000305176
798,2017-03-15 01:35:48.394,0.0,TCP  ,192.168.200.4,1154,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541748.394,266.9949998855591
815,2017-03-15 01:36:21.402,0.0,TCP  ,192.168.200.4,34573,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541781.402,266.9920001029968
872,2017-03-15 01:37:31.416,0.0,TCP  ,192.168.200.4,6668,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541851.416,229.98600006103516
901,2017-03-15 01:38:35.426,0.0,TCP  ,192.168.200.4,1556,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541915.426,235.98999977111816
926,2017-03-15 01:39:08.431,0.0,TCP  ,192.168.200.4,3814,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541948.431,266.99500012397766
948,2017-03-15 01:39:41.437,0.0,TCP  ,192.168.200.4,5214,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541981.437,266.99399995803833
966,2017-03-15 01:40:15.446,0.0,TCP  ,192.168.200.4,3005,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542015.446,265.9909999370575
985,2017-03-15 01:40:48.452,0.0,TCP  ,192.168.200.4,3268,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542048.452,266.9940001964569
998,2017-03-15 01:41:04.455,0.0,TCP  ,192.168.200.4,25,192.168.220.16,51445,1,      54,1,.A.R..,0,1489542064.455,283.99699997901917
1028,2017-03-15 01:41:52.462,0.0,TCP  ,192.168.200.4,27356,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542112.462,251.99300003051758
1050,2017-03-15 01:42:25.472,0.0,TCP  ,192.168.200.4,7435,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542145.472,266.99000000953674
1072,2017-03-15 01:42:58.474,0.0,TCP  ,192.168.200.4,8800,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542178.474,266.9979999065399
1098,2017-03-15 01:43:32.481,0.0,TCP  ,192.168.200.4,514,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542212.481,265.9930000305176
1123,2017-03-15 01:44:05.484,0.0,TCP  ,192.168.200.4,49153,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542245.484,266.99699997901917
1140,2017-03-15 01:44:38.491,0.0,TCP  ,192.168.200.4,7,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542278.491,266.9930000305176
1169,2017-03-15 01:45:42.500,0.0,TCP  ,192.168.200.4,1022,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542342.5,235.9909999370575
1193,2017-03-15 01:46:18.509,0.0,TCP  ,192.168.200.4,8873,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542378.509,263.9909999370575
1211,2017-03-15 01:46:50.518,0.0,TCP  ,192.168.200.4,5087,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542410.518,267.9910001754761
1231,2017-03-15 01:47:23.524,0.0,TCP  ,192.168.200.4,2007,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542443.524,266.99399995803833
1250,2017-03-15 01:47:39.528,0.0,TCP  ,192.168.200.4,25,192.168.220.16,51446,1,      54,1,.A.R..,0,1489542459.528,283.99599981307983
