index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
2371,2017-03-15 01:11:41.183,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,54,1,.A....,32,1489540301.183,261.02049484695357
2384,2017-03-15 01:12:04.063,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,54,1,.A....,32,1489540324.063,277.12000012397766
2414,2017-03-15 01:13:07.936,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,54,1,.A....,32,1489540387.936,236.1269998550415
2457,2017-03-15 01:14:09.089,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,54,1,.A....,32,1489540449.089,238.8470001220703
2471,2017-03-15 01:14:24.273,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,54,1,.A....,32,1489540464.273,284.8159999847412
2505,2017-03-15 01:15:11.937,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,54,1,.A....,32,1489540511.937,252.33599996566772
2,2017-03-15 01:16:44.392,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540604.392,207.54500007629395
56,2017-03-15 01:17:29.507,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540649.507,254.88499999046326
70,2017-03-15 01:17:43.652,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540663.652,285.8550000190735
88,2017-03-15 01:18:13.348,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540693.348,270.30399990081787
127,2017-03-15 01:19:26.853,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540766.853,226.49500012397766
164,2017-03-15 01:20:31.717,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540831.717,235.135999917984
187,2017-03-15 01:21:28.295,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540888.295,243.42199993133545
220,2017-03-15 01:22:00.519,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540920.519,267.7760000228882
241,2017-03-15 01:22:45.224,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540965.224,255.29500007629395
281,2017-03-15 01:23:17.817,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489540997.817,267.40700006484985
301,2017-03-15 01:24:04.137,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541044.137,253.67999982833862
320,2017-03-15 01:24:20.313,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541060.313,283.82400012016296
334,2017-03-15 01:24:37.866,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541077.866,282.4470000267029
389,2017-03-15 01:25:36.778,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541136.778,241.08799982070923
410,2017-03-15 01:25:55.115,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541155.115,281.6630001068115
474,2017-03-15 01:27:16.748,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541236.748,218.36700010299683
493,2017-03-15 01:27:39.949,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541259.949,276.79900002479553
527,2017-03-15 01:28:39.789,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541319.789,240.1599998474121
548,2017-03-15 01:29:25.582,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541365.582,254.20700001716614
564,2017-03-15 01:29:50.478,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541390.478,275.10400009155273
582,2017-03-15 01:30:06.863,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541406.863,283.61500000953674
591,2017-03-15 01:30:37.295,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541437.295,269.5679998397827
606,2017-03-15 01:31:01.359,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541461.359,275.9360001087189
622,2017-03-15 01:31:28.815,0.0,TCP  ,10002_113,443,192.168.220.16,49062,1,      54,1,.A....,32,1489541488.815,272.5439999103546
