index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
2962,2017-03-15 01:11:30.032,0.0,TCP  ,192.168.220.16,53469,10001_232,80,1,66,1,.A....,0,1489540290.032,296.60359091108495
2983,2017-03-15 01:11:41.072,0.0,TCP  ,192.168.220.16,49062,10002_113,443,1,54,1,.A....,0,1489540301.072,288.960000038147
2981,2017-03-15 01:11:41.149,0.0,TCP  ,192.168.220.16,51358,192.168.200.8,1028,1,58,1,....S.,0,1489540301.149,299.9230000972748
2984,2017-03-15 01:11:41.296,0.0,TCP  ,192.168.220.16,55975,10002_114,443,1,54,1,.A....,0,1489540301.296,299.8529999256134
2997,2017-03-15 01:11:48.880,0.0,TCP  ,192.168.220.16,49056,10000_35,443,1,66,1,.A....,0,1489540308.88,292.4159998893738
3019,2017-03-15 01:11:56.150,0.0,TCP  ,192.168.220.16,51358,192.168.200.9,1443,1,58,1,....S.,0,1489540316.15,292.7300000190735
3025,2017-03-15 01:12:00.176,0.0,TCP  ,192.168.220.16,53469,10001_232,80,1,66,1,.A....,0,1489540320.176,295.9739999771118
3032,2017-03-15 01:12:03.952,0.0,TCP  ,192.168.220.16,49062,10002_113,443,1,54,1,.A....,0,1489540323.952,296.2240002155304
3031,2017-03-15 01:12:04.216,0.0,TCP  ,192.168.220.16,55975,10002_114,443,1,54,1,.A....,0,1489540324.216,299.7359998226166
3040,2017-03-15 01:12:08.976,0.0,TCP  ,192.168.220.16,49056,10000_35,443,1,66,1,.A....,0,1489540328.976,295.24000000953674
3045,2017-03-15 01:12:11.152,0.0,TCP  ,192.168.220.16,51357,192.168.200.8,32784,1,58,1,....S.,0,1489540331.152,297.82400012016296
3065,2017-03-15 01:12:26.153,0.0,TCP  ,192.168.220.16,51358,192.168.200.8,32784,1,58,1,....S.,0,1489540346.153,284.99899983406067
3093,2017-03-15 01:12:30.320,0.0,TCP  ,192.168.220.16,53469,10001_232,80,1,66,1,.A....,0,1489540350.32,295.83300018310547
3101,2017-03-15 01:12:36.401,0.0,TCP  ,192.168.220.16,49056,10000_35,443,1,66,1,.A....,0,1489540356.401,293.9189999103546
3128,2017-03-15 01:12:40.369,0.0,TCP  ,192.168.220.16,53469,10001_232,80,1,66,1,.A....,0,1489540360.369,296.03200006484985
3131,2017-03-15 01:12:41.154,0.006,TCP  ,192.168.220.16,51414,192.168.200.8,135,2,112,1,...RS.,0,1489540361.154,299.2149999141693
3134,2017-03-15 01:12:42.155,0.0,TCP  ,192.168.220.16,51357,192.168.200.9,6565,1,58,1,....S.,0,1489540362.155,298.99900007247925
3143,2017-03-15 01:12:46.449,0.0,TCP  ,192.168.220.16,49056,10000_35,443,1,66,1,.A....,0,1489540366.449,295.7060000896454
3154,2017-03-15 01:12:57.157,0.0,TCP  ,192.168.220.16,51358,192.168.200.9,6565,1,58,1,....S.,0,1489540377.157,289.29199981689453
3168,2017-03-15 01:13:07.825,0.0,TCP  ,192.168.220.16,49062,10002_113,443,1,54,1,.A....,0,1489540387.825,289.33200001716614
3173,2017-03-15 01:13:12.158,0.0,TCP  ,192.168.220.16,51357,192.168.200.5,306,1,58,1,....S.,0,1489540392.158,295.6670000553131
3177,2017-03-15 01:13:13.159,0.0,TCP  ,192.168.220.16,51357,192.168.200.1,5952,1,58,1,....S.,0,1489540393.159,298.99900007247925
3178,2017-03-15 01:13:14.160,0.0,TCP  ,192.168.220.16,51357,192.168.200.4,2002,1,58,1,....S.,0,1489540394.16,298.99899983406067
3182,2017-03-15 01:13:15.161,0.0,TCP  ,192.168.220.16,51357,192.168.200.9,4006,1,58,1,....S.,0,1489540395.161,298.99900007247925
3187,2017-03-15 01:13:18.160,0.0,TCP  ,192.168.220.16,55975,10002_114,443,1,54,1,.A....,0,1489540398.16,297.00099992752075
3222,2017-03-15 01:13:30.162,0.0,TCP  ,192.168.220.16,51431,192.168.200.1,25,1,58,1,....S.,0,1489540410.162,287.9980001449585
3223,2017-03-15 01:13:31.166,0.0,TCP  ,192.168.220.16,51428,192.168.200.5,25,1,58,1,....S.,0,1489540411.166,298.9960000514984
