index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
2416,2017-03-15 01:13:12.159,0.0,TCP  ,192.168.200.5,306,192.168.220.16,51357,1,54,1,.A.R..,0,1489540392.159,256.03934117485494
2433,2017-03-15 01:13:31.167,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51428,1,54,1,.A.R..,0,1489540411.167,280.99199986457825
2439,2017-03-15 01:13:48.168,0.0,TCP  ,192.168.200.5,1094,192.168.220.16,51357,1,54,1,.A.R..,0,1489540428.168,282.99900007247925
2466,2017-03-15 01:14:21.176,0.0,TCP  ,192.168.200.5,5001,192.168.220.16,51357,1,54,1,.A.R..,0,1489540461.176,266.99199986457825
2504,2017-03-15 01:15:11.182,0.0,TCP  ,192.168.200.5,3283,192.168.220.16,51357,1,54,1,.A.R..,0,1489540511.182,249.9940001964569
16,2017-03-15 01:17:01.196,0.0,TCP  ,192.168.200.5,1494,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540621.196,189.98599982261658
66,2017-03-15 01:17:34.201,0.0,TCP  ,192.168.200.5,1501,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540654.201,266.99500012397766
82,2017-03-15 01:18:07.208,0.0,TCP  ,192.168.200.5,5859,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540687.208,266.9930000305176
125,2017-03-15 01:19:17.224,0.0,TCP  ,192.168.200.5,1072,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540757.224,229.98399996757507
168,2017-03-15 01:20:51.236,0.0,TCP  ,192.168.200.5,2041,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540851.236,205.98799991607666
184,2017-03-15 01:21:24.242,0.0,TCP  ,192.168.200.5,1187,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540884.242,266.99399995803833
217,2017-03-15 01:21:57.247,0.0,TCP  ,192.168.200.5,691,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540917.247,266.99500012397766
226,2017-03-15 01:22:17.254,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51429,1,      54,1,.A.R..,0,1489540937.254,279.9930000305176
277,2017-03-15 01:23:08.264,0.0,TCP  ,192.168.200.5,801,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540988.264,248.99000000953674
312,2017-03-15 01:24:11.273,0.0,TCP  ,192.168.200.5,1040,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541051.273,236.9909999370575
338,2017-03-15 01:24:44.278,0.0,TCP  ,192.168.200.5,1600,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541084.278,266.9949998855591
376,2017-03-15 01:25:17.284,0.0,TCP  ,192.168.200.5,3659,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541117.284,266.9940001964569
