index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
2370,2017-03-15 01:11:30.054,0.0,TCP  ,10001_232,80,192.168.220.16,53469,1,66,1,.A....,0,1489540290.054,280.84583663350287
2383,2017-03-15 01:12:00.199,0.0,TCP  ,10001_232,80,192.168.220.16,53469,1,66,1,.A....,0,1489540320.199,269.8550000190735
2399,2017-03-15 01:12:30.343,0.0,TCP  ,10001_232,80,192.168.220.16,53469,1,66,1,.A....,0,1489540350.343,269.85599994659424
2410,2017-03-15 01:12:40.391,0.0,TCP  ,10001_232,80,192.168.220.16,53469,1,66,1,.A....,0,1489540360.391,289.9519999027252
2436,2017-03-15 01:13:42.408,0.0,TCP  ,10001_232,80,192.168.220.16,53563,1,66,1,.A....,0,1489540422.408,237.98300004005432
2452,2017-03-15 01:14:02.504,0.0,TCP  ,10001_232,80,192.168.220.16,53563,1,66,1,.A....,0,1489540442.504,279.904000043869
2469,2017-03-15 01:14:22.600,0.0,TCP  ,10001_232,80,192.168.220.16,53563,1,66,1,.A....,0,1489540462.6,279.904000043869
2490,2017-03-15 01:14:52.745,0.0,TCP  ,10001_232,80,192.168.220.16,53563,1,66,1,.A....,0,1489540492.745,269.8550000190735
2508,2017-03-15 01:15:12.841,0.0,TCP  ,10001_232,80,192.168.220.16,53563,1,66,1,.A....,0,1489540512.841,279.90399980545044
2539,2017-03-15 01:15:58.730,0.0,TCP  ,10001_232,80,192.168.220.16,53696,1,66,1,.A....,0,1489540558.73,254.11100006103516
2554,2017-03-15 01:16:28.874,0.0,TCP  ,10001_232,80,192.168.220.16,53696,1,66,1,.A....,0,1489540588.874,269.85599994659424
12,2017-03-15 01:16:59.019,0.0,TCP  ,10001_232,80,192.168.220.16,53696,1,      66,1,.A....,0,1489540619.019,269.8550000190735
36,2017-03-15 01:17:09.067,0.0,TCP  ,10001_232,80,192.168.220.16,53696,1,      66,1,.A....,0,1489540629.067,289.9520001411438
52,2017-03-15 01:17:29.162,0.0,TCP  ,10001_232,80,192.168.220.16,53696,1,      66,1,.A....,0,1489540649.162,279.90499997138977
89,2017-03-15 01:18:22.444,0.0,TCP  ,10001_232,80,192.168.220.16,53882,1,      66,1,.A....,0,1489540702.444,246.71799993515015
105,2017-03-15 01:18:42.540,0.0,TCP  ,10001_232,80,192.168.220.16,53882,1,      66,1,.A....,0,1489540722.54,279.904000043869
107,2017-03-15 01:18:44.588,0.0,TCP  ,10001_232,443,192.168.220.16,55277,1,      66,1,.A....,0,1489540724.588,297.9519999027252
119,2017-03-15 01:19:12.685,0.0,TCP  ,10001_232,80,192.168.220.16,53882,1,      66,1,.A....,0,1489540752.685,271.90300011634827
122,2017-03-15 01:19:14.733,0.0,TCP  ,10001_232,443,192.168.220.16,55277,1,      66,1,.A....,0,1489540754.733,297.9519999027252
130,2017-03-15 01:19:32.781,0.0,TCP  ,10001_232,80,192.168.220.16,53882,1,      66,1,.A....,0,1489540772.781,281.9520001411438
132,2017-03-15 01:19:34.829,0.0,TCP  ,10001_232,443,192.168.220.16,55277,1,      66,1,.A....,0,1489540774.829,297.9519999027252
144,2017-03-15 01:19:42.830,0.0,TCP  ,10001_232,80,192.168.220.16,53882,1,      66,1,.A....,0,1489540782.83,291.99900007247925
145,2017-03-15 01:19:44.878,0.0,TCP  ,10001_232,443,192.168.220.16,55277,1,      66,1,.A....,0,1489540784.878,297.9519999027252
160,2017-03-15 01:20:15.022,0.0,TCP  ,10001_232,443,192.168.220.16,55277,1,      66,1,.A....,0,1489540815.022,269.85599994659424
163,2017-03-15 01:20:30.734,0.0,TCP  ,10001_232,80,192.168.220.16,53977,1,      66,1,.A....,0,1489540830.734,284.2880001068115
181,2017-03-15 01:21:00.879,0.0,TCP  ,10001_232,80,192.168.220.16,53977,1,      66,1,.A....,0,1489540860.879,269.8550000190735
204,2017-03-15 01:21:41.070,0.0,TCP  ,10001_232,80,192.168.220.16,53977,1,      66,1,.A....,0,1489540901.07,259.8090000152588
221,2017-03-15 01:22:01.166,0.0,TCP  ,10001_232,80,192.168.220.16,53977,1,      66,1,.A....,0,1489540921.166,279.904000043869
240,2017-03-15 01:22:44.176,0.0,TCP  ,10001_232,80,192.168.220.16,54094,1,      66,1,.A....,0,1489540964.176,256.98999977111816
264,2017-03-15 01:23:04.272,0.0,TCP  ,10001_232,80,192.168.220.16,54094,1,      66,1,.A....,0,1489540984.272,279.904000043869
279,2017-03-15 01:23:16.848,0.0,TCP  ,10001_232,443,192.168.220.16,55514,1,      66,1,.A....,0,1489540996.848,287.42400002479553
282,2017-03-15 01:23:24.368,0.0,TCP  ,10001_232,80,192.168.220.16,54094,1,      66,1,.A....,0,1489541004.368,292.4800000190735
293,2017-03-15 01:23:34.416,0.0,TCP  ,10001_232,80,192.168.220.16,54094,1,      66,1,.A....,0,1489541014.416,289.9520001411438
295,2017-03-15 01:23:36.945,0.0,TCP  ,10001_232,443,192.168.220.16,55514,1,      66,1,.A....,0,1489541016.945,297.470999956131
302,2017-03-15 01:24:04.560,0.0,TCP  ,10001_232,80,192.168.220.16,54094,1,      66,1,.A....,0,1489541044.56,272.38499999046326
303,2017-03-15 01:24:07.089,0.0,TCP  ,10001_232,443,192.168.220.16,55514,1,      66,1,.A....,0,1489541047.089,297.470999956131
328,2017-03-15 01:24:27.184,0.0,TCP  ,10001_232,443,192.168.220.16,55514,1,      66,1,.A....,0,1489541067.184,279.90499997138977
342,2017-03-15 01:24:47.025,0.0,TCP  ,10001_232,80,192.168.220.16,54238,1,      66,1,.A....,0,1489541087.025,280.15899991989136
341,2017-03-15 01:24:47.281,0.0,TCP  ,10001_232,443,192.168.220.16,55514,1,      66,1,.A....,0,1489541087.281,299.7440001964569
359,2017-03-15 01:25:07.122,0.0,TCP  ,10001_232,80,192.168.220.16,54238,1,      66,1,.A....,0,1489541107.122,280.15899991989136
387,2017-03-15 01:25:27.218,0.0,TCP  ,10001_232,80,192.168.220.16,54238,1,      66,1,.A....,0,1489541127.218,279.904000043869
402,2017-03-15 01:25:47.314,0.0,TCP  ,10001_232,80,192.168.220.16,54238,1,      66,1,.A....,0,1489541147.314,279.904000043869
414,2017-03-15 01:26:17.458,0.0,TCP  ,10001_232,80,192.168.220.16,54238,1,      66,1,.A....,0,1489541177.458,269.85599994659424
449,2017-03-15 01:26:54.227,0.0,TCP  ,10001_232,80,192.168.220.16,54358,1,      66,1,.A....,0,1489541214.227,263.23099994659424
471,2017-03-15 01:27:14.324,0.0,TCP  ,10001_232,80,192.168.220.16,54358,1,      66,1,.A....,0,1489541234.324,279.90300011634827
476,2017-03-15 01:27:25.844,0.0,TCP  ,10001_232,443,192.168.220.16,55778,1,      66,1,.A....,0,1489541245.844,288.4799997806549
490,2017-03-15 01:27:34.420,0.0,TCP  ,10001_232,80,192.168.220.16,54358,1,      66,1,.A....,0,1489541254.42,291.42400002479553
492,2017-03-15 01:27:39.132,0.0,TCP  ,10001_232,443,192.168.220.16,55778,1,      66,1,.A....,0,1489541259.132,295.2880001068115
504,2017-03-15 01:27:54.516,0.0,TCP  ,10001_232,80,192.168.220.16,54358,1,      66,1,.A....,0,1489541274.516,284.6159999370575
507,2017-03-15 01:27:59.220,0.0,TCP  ,10001_232,443,192.168.220.16,55778,1,      66,1,.A....,0,1489541279.22,295.2960000038147
517,2017-03-15 01:28:14.612,0.0,TCP  ,10001_232,80,192.168.220.16,54358,1,      66,1,.A....,0,1489541294.612,284.6080000400543
519,2017-03-15 01:28:19.315,0.0,TCP  ,10001_232,443,192.168.220.16,55778,1,      66,1,.A....,0,1489541299.315,295.29699993133545
529,2017-03-15 01:28:49.461,0.0,TCP  ,10001_232,443,192.168.220.16,55778,1,      66,1,.A....,0,1489541329.461,269.85400009155273
545,2017-03-15 01:29:09.557,0.0,TCP  ,10001_232,443,192.168.220.16,55778,1,      66,1,.A....,0,1489541349.557,279.904000043869
547,2017-03-15 01:29:14.389,0.0,TCP  ,10001_232,80,192.168.220.16,54499,1,      66,1,.A....,0,1489541354.389,295.16799998283386
560,2017-03-15 01:29:44.533,0.0,TCP  ,10001_232,80,192.168.220.16,54499,1,      66,1,.A....,0,1489541384.533,269.85599994659424
580,2017-03-15 01:30:04.630,0.0,TCP  ,10001_232,80,192.168.220.16,54499,1,      66,1,.A....,0,1489541404.63,279.9029998779297
589,2017-03-15 01:30:34.774,0.0,TCP  ,10001_232,80,192.168.220.16,54499,1,      66,1,.A....,0,1489541434.774,269.8560001850128
625,2017-03-15 01:31:38.008,0.0,TCP  ,10001_232,80,192.168.220.16,54589,1,      66,1,.A....,0,1489541498.008,236.76600003242493
639,2017-03-15 01:31:58.103,0.0,TCP  ,10001_232,80,192.168.220.16,54589,1,      66,1,.A....,0,1489541518.103,279.90499997138977
654,2017-03-15 01:32:28.248,0.0,TCP  ,10001_232,80,192.168.220.16,54589,1,      66,1,.A....,0,1489541548.248,269.8550000190735
656,2017-03-15 01:32:28.723,0.0,TCP  ,10001_232,443,192.168.220.16,56009,1,      66,1,.A....,0,1489541548.723,299.52499985694885
673,2017-03-15 01:32:48.344,0.0,TCP  ,10001_232,80,192.168.220.16,54589,1,      66,1,.A....,0,1489541568.344,280.3789999485016
674,2017-03-15 01:32:48.824,0.0,TCP  ,10001_232,443,192.168.220.16,56009,1,      66,1,.A....,0,1489541568.824,299.5200002193451
691,2017-03-15 01:33:08.440,0.0,TCP  ,10001_232,80,192.168.220.16,54589,1,      66,1,.A....,0,1489541588.44,280.3839998245239
692,2017-03-15 01:33:08.920,0.0,TCP  ,10001_232,443,192.168.220.16,56009,1,      66,1,.A....,0,1489541588.92,299.5199999809265
703,2017-03-15 01:33:29.016,0.0,TCP  ,10001_232,443,192.168.220.16,56009,1,      66,1,.A....,0,1489541609.016,279.904000043869
723,2017-03-15 01:33:49.113,0.0,TCP  ,10001_232,443,192.168.220.16,56009,1,      66,1,.A....,0,1489541629.113,279.90300011634827
726,2017-03-15 01:34:00.537,0.0,TCP  ,10001_232,80,192.168.220.16,54733,1,      66,1,.A....,0,1489541640.537,288.57599997520447
740,2017-03-15 01:34:20.633,0.0,TCP  ,10001_232,80,192.168.220.16,54733,1,      66,1,.A....,0,1489541660.633,279.904000043869
754,2017-03-15 01:34:40.730,0.0,TCP  ,10001_232,80,192.168.220.16,54733,1,      66,1,.A....,0,1489541680.73,279.9029998779297
774,2017-03-15 01:35:00.827,0.0,TCP  ,10001_232,80,192.168.220.16,54733,1,      66,1,.A....,0,1489541700.827,279.90300011634827
792,2017-03-15 01:35:30.970,0.0,TCP  ,10001_232,80,192.168.220.16,54733,1,      66,1,.A....,0,1489541730.97,269.856999874115
816,2017-03-15 01:36:21.147,0.0,TCP  ,10001_232,80,192.168.220.16,54850,1,      66,1,.A....,0,1489541781.147,249.82299995422363
