index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
224,2017-03-15 00:02:36.326,1.001,TCP  ,192.168.100.4,49896,10006_132,25,2,     148,1,....S.,0,1489536156.326,149.98321428469248
225,2017-03-15 00:02:36.327,1.0,TCP  ,192.168.100.4,49897,10006_132,25,2,     148,1,....S.,0,1489536156.327,299.99900007247925
226,2017-03-15 00:02:36.327,1.0,TCP  ,192.168.100.4,49898,10006_132,25,2,     148,1,....S.,0,1489536156.327,300.0
277,2017-03-15 00:02:51.346,0.0,TCP  ,192.168.100.4,49897,10006_132,25,1,      74,1,....S.,0,1489536171.346,284.98099994659424
278,2017-03-15 00:02:51.346,0.0,TCP  ,192.168.100.4,49898,10006_132,25,1,      74,1,....S.,0,1489536171.346,300.0
279,2017-03-15 00:02:51.346,0.0,TCP  ,192.168.100.4,49896,10006_132,25,1,      74,1,....S.,0,1489536171.346,300.0
3171,2017-03-15 00:22:35.950,1.001,TCP  ,192.168.100.4,49905,10006_132,25,2,     148,1,....S.,0,1489537355.95,0.6610000133514404
3905,2017-03-15 00:27:36.334,1.002,TCP  ,192.168.100.4,49907,10006_132,25,2,     148,1,....S.,0,1489537656.334,300.0
6083,2017-03-15 00:42:51.186,0.0,TCP  ,192.168.100.4,49910,10006_132,25,1,      74,1,....S.,0,1489538571.186,284.98299980163574
6780,2017-03-15 00:47:36.646,1.002,TCP  ,192.168.100.4,49913,10006_132,25,2,     148,1,....S.,0,1489538856.646,14.540000200271606
7504,2017-03-15 00:52:36.157,0.998,TCP  ,192.168.100.4,49914,10006_132,25,2,     148,1,....S.,0,1489539156.157,0.4889998435974121
7549,2017-03-15 00:52:51.178,0.0,TCP  ,192.168.100.4,49914,10006_132,25,1,      74,1,....S.,0,1489539171.178,284.97900009155273
8320,2017-03-15 00:57:36.507,1.001,TCP  ,192.168.100.4,49915,10006_132,25,2,     148,1,....S.,0,1489539456.507,14.671000003814697
8370,2017-03-15 00:57:51.534,0.0,TCP  ,192.168.100.4,49915,10006_132,25,1,      74,1,....S.,0,1489539471.534,284.97300004959106
9155,2017-03-15 01:02:35.974,0.998,TCP  ,192.168.100.4,49921,10006_132,25,2,     148,1,....S.,0,1489539755.974,15.559999942779541
9203,2017-03-15 01:02:50.995,0.0,TCP  ,192.168.100.4,49921,10006_132,25,1,      74,1,....S.,0,1489539770.995,284.97900009155273
9850,2017-03-15 01:07:36.447,1.001,TCP  ,192.168.100.4,49922,10006_132,25,2,     148,1,....S.,0,1489540056.447,14.547999858856201
9898,2017-03-15 01:07:51.479,0.0,TCP  ,192.168.100.4,49922,10006_132,25,1,      74,1,....S.,0,1489540071.479,284.96799993515015
10579,2017-03-15 01:12:36.796,1.0,TCP  ,192.168.100.4,49925,10006_132,25,2,     148,1,....S.,0,1489540356.796,14.683000087738037
10580,2017-03-15 01:12:36.796,1.0,TCP  ,192.168.100.4,49924,10006_132,25,2,     148,1,....S.,0,1489540356.796,300.0
10582,2017-03-15 01:12:36.796,0.9990000000000001,TCP  ,192.168.100.4,49923,10006_132,25,2,     148,1,....S.,0,1489540356.796,300.0
11296,2017-03-15 01:12:36.796,1.0,TCP  ,192.168.100.4,49925,10006_132,25,2,148,1,....S.,0,1489540356.796,300.0
11297,2017-03-15 01:12:36.796,1.0,TCP  ,192.168.100.4,49924,10006_132,25,2,148,1,....S.,0,1489540356.796,300.0
11299,2017-03-15 01:12:36.796,0.999,TCP  ,192.168.100.4,49923,10006_132,25,2,148,1,....S.,0,1489540356.796,300.0
12016,2017-03-15 01:12:36.796,0.9990000000000001,TCP  ,192.168.100.4,49923,10006_132,25,2,148,1,....S.,0,1489540356.796,300.0
