index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
86,2017-03-15 01:18:11.212,0.0,TCP  ,192.168.200.3,3905,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540691.212,150.49552173199862
126,2017-03-15 01:19:18.225,0.0,TCP  ,192.168.200.3,2401,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540758.225,232.9869999885559
278,2017-03-15 01:23:09.266,0.0,TCP  ,192.168.200.3,2046,192.168.220.16,51357,1,      54,1,.A.R..,0,1489540989.266,68.95899987220764
434,2017-03-15 01:26:28.301,0.0,TCP  ,192.168.200.3,1164,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541188.301,100.96499991416931
562,2017-03-15 01:29:45.335,0.0,TCP  ,192.168.200.3,541,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541385.335,102.96600008010864
690,2017-03-15 01:33:07.371,0.0,TCP  ,192.168.200.3,515,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541587.371,97.96399998664856
820,2017-03-15 01:36:24.405,0.0,TCP  ,192.168.200.3,7402,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541784.405,102.96600008010864
843,2017-03-15 01:36:41.407,0.0,TCP  ,192.168.200.3,25,192.168.220.16,51374,1,      54,1,.A.R..,0,1489541801.407,282.9979999065399
857,2017-03-15 01:36:58.410,0.0,TCP  ,192.168.200.3,264,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541818.41,282.99699997901917
951,2017-03-15 01:39:44.440,0.0,TCP  ,192.168.200.3,4111,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541984.44,133.97000002861023
1075,2017-03-15 01:43:01.477,0.0,TCP  ,192.168.200.3,1503,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542181.477,102.96300005912781
1194,2017-03-15 01:46:19.514,0.0,TCP  ,192.168.200.3,2381,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542379.514,101.96300005912781
1316,2017-03-15 01:49:36.548,0.0,TCP  ,192.168.200.3,2045,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542576.548,102.96599984169006
1445,2017-03-15 01:52:56.586,0.0,TCP  ,192.168.200.3,6839,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542776.586,99.96200013160706
1486,2017-03-15 01:53:30.594,0.0,TCP  ,192.168.200.3,2135,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542810.594,265.99199986457825
1512,2017-03-15 01:54:05.600,0.0,TCP  ,192.168.200.3,1165,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542845.6,264.9940001964569
1823,2017-03-15 02:01:43.675,0.0,TCP  ,192.168.200.3,6646,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543303.675,251.99000000953674
1827,2017-03-15 02:01:59.678,0.0,TCP  ,192.168.200.3,25,192.168.220.16,51375,1,      54,1,.A.R..,0,1489543319.678,283.99699997901917
1880,2017-03-15 02:03:20.690,0.0,TCP  ,192.168.200.3,19,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543400.69,218.98799991607666
1957,2017-03-15 02:05:33.713,0.0,TCP  ,192.168.200.3,444,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543533.713,166.97699999809265
2091,2017-03-15 02:08:50.744,0.0,TCP  ,192.168.200.3,19350,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543730.744,102.96900010108948
2217,2017-03-15 02:12:12.783,0.0,TCP  ,192.168.200.3,3367,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543932.783,97.96099996566772
2348,2017-03-15 02:15:29.815,0.0,TCP  ,192.168.200.3,27715,192.168.220.16,51357,1,      54,1,.A.R..,0,1489544129.815,102.96799993515015
