index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
2373,2017-03-15 01:11:51.518,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,54,1,.A....,32,1489540311.518,257.6300674154517
2385,2017-03-15 01:12:04.326,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,54,1,.A....,32,1489540324.326,287.19199991226196
2415,2017-03-15 01:13:08.159,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,54,1,.A....,32,1489540388.159,236.1670000553131
2458,2017-03-15 01:14:09.376,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,54,1,.A....,32,1489540449.376,238.7829999923706
2472,2017-03-15 01:14:24.528,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,54,1,.A....,32,1489540464.528,284.8479998111725
2507,2017-03-15 01:15:12.193,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,54,1,.A....,32,1489540512.193,252.33500003814697
3,2017-03-15 01:16:44.641,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540604.641,207.55200004577637
57,2017-03-15 01:17:29.763,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540649.763,254.87800002098083
71,2017-03-15 01:17:43.907,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540663.907,285.85599994659424
87,2017-03-15 01:18:13.604,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540693.604,270.3029999732971
128,2017-03-15 01:19:27.077,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540767.077,226.52700018882751
167,2017-03-15 01:20:42.054,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540842.054,225.02300000190735
227,2017-03-15 01:22:20.999,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540940.999,201.05499982833862
239,2017-03-15 01:22:35.352,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489540955.352,285.6470000743866
343,2017-03-15 01:24:48.265,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541088.265,167.08699989318848
390,2017-03-15 01:25:37.034,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541137.034,251.23100018501282
409,2017-03-15 01:25:55.402,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541155.402,281.6319999694824
472,2017-03-15 01:27:16.939,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541236.939,218.4630000591278
526,2017-03-15 01:28:40.044,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541320.044,216.8949999809265
549,2017-03-15 01:29:25.805,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541365.805,254.2389998435974
565,2017-03-15 01:29:50.781,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541390.781,275.0240001678467
581,2017-03-15 01:30:07.102,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541407.102,283.67899990081787
590,2017-03-15 01:30:37.454,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541437.454,269.64800000190735
608,2017-03-15 01:31:01.614,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541461.614,275.8399999141693
621,2017-03-15 01:31:29.071,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541489.071,272.54299998283386
643,2017-03-15 01:32:12.655,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541532.655,256.41600012779236
658,2017-03-15 01:32:29.791,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541549.791,282.864000082016
693,2017-03-15 01:33:13.712,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541593.712,256.0789999961853
710,2017-03-15 01:33:39.152,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541619.152,274.55999994277954
724,2017-03-15 01:33:51.648,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541631.648,287.5039999485016
759,2017-03-15 01:34:43.201,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541683.201,248.44700002670288
876,2017-03-15 01:37:39.508,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541859.508,123.6930000782013
896,2017-03-15 01:38:26.229,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541906.229,253.27899980545044
931,2017-03-15 01:39:17.973,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541957.973,248.25600004196167
945,2017-03-15 01:39:35.989,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489541975.989,281.9839999675751
957,2017-03-15 01:40:06.326,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542006.326,269.6630001068115
988,2017-03-15 01:40:51.287,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542051.287,255.03900003433228
1022,2017-03-15 01:41:30.654,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542090.654,260.6329998970032
1046,2017-03-15 01:42:19.256,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542139.256,251.39800000190735
1077,2017-03-15 01:43:03.927,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542183.927,255.3289999961853
1090,2017-03-15 01:43:18.049,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542198.049,285.87800002098083
1106,2017-03-15 01:43:42.777,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542222.777,275.2720000743866
1135,2017-03-15 01:44:21.593,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542261.593,261.1840000152588
1159,2017-03-15 01:45:17.242,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542317.242,244.35099983215332
1170,2017-03-15 01:45:47.482,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542347.482,269.75999999046326
1213,2017-03-15 01:47:07.324,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542427.324,220.15800023078918
1227,2017-03-15 01:47:19.532,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542439.532,287.79199981689453
1255,2017-03-15 01:47:58.012,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542478.012,261.5199999809265
1272,2017-03-15 01:48:18.269,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542498.269,279.7430000305176
1295,2017-03-15 01:49:01.021,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542541.021,257.2480001449585
1308,2017-03-15 01:49:21.437,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542561.437,279.58399987220764
1335,2017-03-15 01:50:14.078,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542614.078,247.35899996757507
1346,2017-03-15 01:50:26.218,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542626.218,287.8600001335144
1355,2017-03-15 01:50:56.575,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542656.575,269.64299988746643
1399,2017-03-15 01:52:04.640,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542724.64,231.93499994277954
1416,2017-03-15 01:52:18.824,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542738.824,285.8160002231598
1432,2017-03-15 01:52:37.155,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542757.155,281.6689999103546
1472,2017-03-15 01:53:16.928,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542796.928,260.22699999809265
1488,2017-03-15 01:53:33.185,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542813.185,283.7430000305176
1529,2017-03-15 01:54:41.154,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542881.154,232.03099989891052
1565,2017-03-15 01:55:30.531,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542930.531,250.6230001449585
1595,2017-03-15 01:56:21.348,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489542981.348,249.18299984931946
1609,2017-03-15 01:56:40.451,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543000.451,280.8970000743866
1644,2017-03-15 01:57:14.164,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543034.164,266.2869999408722
